"id","pop","lat","lon","year","sex","age","svl","weight","species"
"AA24595","Googong",-35.4465408765245,149.229626962777,"2021","F","A",73.3,10.49,"Tympanocryptis lineata"
"AA24499","Royalla",-35.4951762585607,149.17552024394,"2016","U",NA,NA,NA,"Tympanocryptis lineata"
"AA24055","Tuggeranong",-35.4346914572989,149.045412562171,"2006","U","J",25.3,4.24,"Tympanocryptis lineata"
"AA24185","Tuggeranong",-35.4194662887582,149.051438858608,"2008","U","J",25.2,4.58,"Tympanocryptis lineata"
"AA24242","Tuggeranong",-35.4345873854292,149.048094759712,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA24149","Royalla",-35.4952837560654,149.198225665474,"2007","M?",NA,NA,NA,"Tympanocryptis lineata"
"AA24056","Tuggeranong",-35.4427049386039,149.055127770135,"2006","U","J",31.7,4.05,"Tympanocryptis lineata"
"AA24057","Tuggeranong",-35.4412963568205,149.042887155371,"2006","U","J",34.3,3.33,"Tympanocryptis lineata"
"AA24058","Tuggeranong",-35.4379597606641,149.049146262298,"2006",NA,"J",23.4,3.79,"Tympanocryptis lineata"
"AA24059","Tuggeranong",-35.4561417822171,149.058057119838,"2006",NA,"J",37.3,3.3,"Tympanocryptis lineata"
"AA24060","Tuggeranong",-35.4375734328012,149.041368948026,"2006","F?","SA",46.6,6.4,"Tympanocryptis lineata"
"AA24504","Kowen",-35.3374674752187,149.33575299505,"2017","F","A",71.5,8.7,"Tympanocryptis lineata"
"AA24532","Googong",-35.4374685098154,149.233851091402,"2018","U","J",31.3,4.17,"Tympanocryptis lineata"
"AA24575","Kowen",-35.3096028117961,149.338802228658,"2020","M","A",75.6,9.46,"Tympanocryptis lineata"
"AA24061","Tuggeranong",-35.4475977238834,149.041259778668,"2006","U","J",31.9,3.88,"Tympanocryptis lineata"
"AA24186","Tuggeranong",-35.4474488682682,149.024404569389,"2008","U","J",37.6,3.37,"Tympanocryptis lineata"
"AA24243","Tuggeranong",-35.45026527771,149.032231832392,"2009","U","J",32.5,3.21,"Tympanocryptis lineata"
"AA24244","Royalla",-35.5089844413496,149.174276187621,"2009","U","J",23.6,4.29,"Tympanocryptis lineata"
"AA24062","Tuggeranong",-35.4437136513013,149.057128735676,"2006","U","J",35.7,4.08,"Tympanocryptis lineata"
"AA24063","Tuggeranong",-35.4356448387246,149.047080916571,"2006","U","J",30.7,3.5,"Tympanocryptis lineata"
"AA24064","Tuggeranong",-35.4660197710485,149.03605355058,"2006",NA,"A",75.8,10.1,"Tympanocryptis lineata"
"AA24065","Tuggeranong",-35.432128193999,149.043265005272,"2006",NA,"J",25.4,3.58,"Tympanocryptis lineata"
"AA24066","Tuggeranong",-35.4396954666267,149.047765762784,"2006",NA,"SA",44.6,6.36,"Tympanocryptis lineata"
"AA24505","Kowen",-35.3163916698044,149.343373662053,"2017","U","J",32.3,2.8,"Tympanocryptis lineata"
"AA24533","Googong",-35.4223521870681,149.230396115831,"2018","U","J",28.3,3.19,"Tympanocryptis lineata"
"AA24596","Googong",-35.4548413341245,149.239728595966,"2021",NA,"J",33.5,2.89,"Tympanocryptis lineata"
"AA24067","Tuggeranong",-35.452199949306,149.052255431137,"2006","U","J",28.4,4.2,"Tympanocryptis lineata"
"AA24245","Royalla",-35.4900882800745,149.182932350823,"2009","U","J",35.8,3.45,"Tympanocryptis lineata"
"AA24246","Royalla",-35.4812795387369,149.173836529978,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA24247","Royalla",-35.5083343779189,149.181409315987,"2009","U","J",31.6,3.56,"Tympanocryptis lineata"
"AA24068","Tuggeranong",-35.4425421008006,149.048777042989,"2006","U","A",73.8,9.25,"Tympanocryptis lineata"
"AA24069","Tuggeranong",-35.4482648473507,149.044043367554,"2006","U","SA",38.1,5.69,"Tympanocryptis lineata"
"AA24070","Tuggeranong",-35.4463920848466,149.038183406594,"2006",NA,"J",27.9,3.09,"Tympanocryptis lineata"
"AA24071","Tuggeranong",-35.459096572676,149.04756381194,"2006",NA,"J",22.7,3.05,"Tympanocryptis lineata"
"AA24072","Tuggeranong",-35.45180238641,149.034011541005,"2006","F?","A",51.3,8.61,"Tympanocryptis lineata"
"AA24534","Googong",-35.4434916932735,149.235079468673,"2018","U","SA",44.5,5.45,"Tympanocryptis lineata"
"AA24535","Googong",-35.4391200439547,149.227528181882,"2018","U","SA",46.4,6.41,"Tympanocryptis lineata"
"AA24073","Tuggeranong",-35.441046694015,149.057738598363,"2006","U","J",37.1,3.89,"Tympanocryptis lineata"
"AA24074","Tuggeranong",-35.4388152744887,149.046169824556,"2006","U","J",29.7,3.88,"Tympanocryptis lineata"
"AA24248","Royalla",-35.512513539463,149.16245200671,"2009","U","J",20.8,4.44,"Tympanocryptis lineata"
"AA24249","Royalla",-35.5013532068053,149.161323134746,"2009","F",NA,NA,NA,"Tympanocryptis lineata"
"AA24250","Royalla",-35.4974295361154,149.183159360079,"2009","U","J",30.2,3.69,"Tympanocryptis lineata"
"AA24075","Tuggeranong",-35.4490482279632,149.042726204769,"2006","U","J",24.3,4.15,"Tympanocryptis lineata"
"AA24076","Tuggeranong",-35.4527669146063,149.037906845584,"2006","U","A",51.8,9.19,"Tympanocryptis lineata"
"AA24077","Tuggeranong",-35.4362607101563,149.037276563206,"2006",NA,"SA",40.5,5.35,"Tympanocryptis lineata"
"AA24078","Tuggeranong",-35.4612839101038,149.047315579485,"2006",NA,"J",26.2,3.53,"Tympanocryptis lineata"
"AA24079","Tuggeranong",-35.4435381516857,149.051619280803,"2006",NA,"SA",44.7,5.62,"Tympanocryptis lineata"
"AA24536","Kowen",-35.3365182287342,149.339200702274,"2018","U","SA",39.9,6.25,"Tympanocryptis lineata"
"AA24576","Kowen",-35.3184314141,149.328806068629,"2020","F","A",48.8,7.44,"Tympanocryptis lineata"
"AA24080","Tuggeranong",-35.4355407627086,149.039528567329,"2006","U","J",20.1,4,"Tympanocryptis lineata"
"AA24081","Tuggeranong",-35.4357690343056,149.054564605232,"2006","U","J",33.3,3.84,"Tympanocryptis lineata"
"AA24251","Tuggeranong",-35.4357571419461,149.047623210135,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA24252","Royalla",-35.4939233702512,149.182879832376,"2009","M",NA,NA,NA,"Tympanocryptis lineata"
"AA24253","Tuggeranong",-35.4546248482445,149.053858466065,"2009","U","J",37.2,4.73,"Tympanocryptis lineata"
"AA24082","Tuggeranong",-35.4368037739723,149.040072868722,"2006","M?","A",65.6,8.61,"Tympanocryptis lineata"
"AA24083","Tuggeranong",-35.4445627924825,149.042907337866,"2006","U","J",33.7,4.57,"Tympanocryptis lineata"
"AA24084","Tuggeranong",-35.444359520766,149.051966819853,"2006",NA,"J",37.8,5.06,"Tympanocryptis lineata"
"AA24085","Tuggeranong",-35.4504179490281,149.032660223162,"2006","F?","A",57.7,9.42,"Tympanocryptis lineata"
"AA24086","Tuggeranong",-35.4513647990186,149.028291208266,"2006",NA,"J",21.2,2.92,"Tympanocryptis lineata"
"AA24537","Googong",-35.4377932755786,149.21620383942,"2018","U","SA",45.1,3.92,"Tympanocryptis lineata"
"AA24577","Googong",-35.4429237037765,149.222728302437,"2020","M?","A",72.8,10.39,"Tympanocryptis lineata"
"AA24087","Tuggeranong",-35.4346914193436,149.035986853817,"2006","U","J",37.5,5.06,"Tympanocryptis lineata"
"AA24088","Tuggeranong",-35.4328191333937,149.038285559734,"2006","U","J",26.2,3.73,"Tympanocryptis lineata"
"AA24254","Kowen",-35.3319444612201,149.32885115333,"2009","U","J",24.9,2.67,"Tympanocryptis lineata"
"AA24255","Royalla",-35.4985856326404,149.181132112785,"2009","U","J",35.5,4.5,"Tympanocryptis lineata"
"AA24256","Tuggeranong",-35.4314899371195,149.034244010306,"2009","U","J",22.4,3.04,"Tympanocryptis lineata"
"AA24089","Tuggeranong",-35.4363060135485,149.056638124649,"2006","U","SA",46.6,5.71,"Tympanocryptis lineata"
"AA24090","Tuggeranong",-35.4408629048484,149.04697214271,"2006","U","J",20.4,2.89,"Tympanocryptis lineata"
"AA24091","Tuggeranong",-35.4552682493809,149.026371906534,"2006",NA,"J",25.8,4.7,"Tympanocryptis lineata"
"AA24092","Tuggeranong",-35.4322537150141,149.037039395679,"2006","M?","SA",40.9,5.39,"Tympanocryptis lineata"
"AA24093","Tuggeranong",-35.4535296103321,149.042298350342,"2006","F?","A",56,7.73,"Tympanocryptis lineata"
"AA24538","Googong",-35.4285714977354,149.231762713046,"2018","U","A",76.7,9.01,"Tympanocryptis lineata"
"AA24578","Googong",-35.4279442144904,149.237269111148,"2020","","J",34.4,4.69,"Tympanocryptis lineata"
"AA24094","Tuggeranong",-35.4415795896213,149.046890089049,"2006","U","J",35.2,4.8,"Tympanocryptis lineata"
"AA24095","Tuggeranong",-35.4408768325593,149.047042501944,"2006","U","J",34.6,2.67,"Tympanocryptis lineata"
"AA24257","Tuggeranong",-35.4329897262265,149.038811242505,"2009","U","J",31.1,3.95,"Tympanocryptis lineata"
"AA24258","Royalla",-35.5033182970437,149.176091559615,"2009","U","J",33.4,4.49,"Tympanocryptis lineata"
"AA24096","Tuggeranong",-35.434380047562,149.044724118985,"2006","U","A",64.3,11.26,"Tympanocryptis lineata"
"AA24097","Tuggeranong",-35.4484663345728,149.044437674773,"2006","U","J",23.1,3.31,"Tympanocryptis lineata"
"AA24098","Tuggeranong",-35.4446615143714,149.068762849641,"2006",NA,"J",24.4,3.84,"Tympanocryptis lineata"
"AA24099","Tuggeranong",-35.4382060078754,149.023287185385,"2006",NA,"J",30.2,4.51,"Tympanocryptis lineata"
"AA24100","Tuggeranong",-35.4372678035779,149.050893558687,"2006","F","J",34.1,4.62,"Tympanocryptis lineata"
"AA24539","Googong",-35.4407890056618,149.205478987588,"2018","U","J",36.6,4.02,"Tympanocryptis lineata"
"AA24579","Googong",-35.4200722500088,149.222308375952,"2020","F","A",53.3,10.22,"Tympanocryptis lineata"
"AA24101","Tuggeranong",-35.4395293581726,149.038214253501,"2006","U","J",29.9,3.95,"Tympanocryptis lineata"
"AA24102","Tuggeranong",-35.4459004691064,149.044601034272,"2006","U","J",36.7,3.94,"Tympanocryptis lineata"
"AA24259","Tuggeranong",-35.4402768064768,149.041216136547,"2009","U","J",25.6,4.96,"Tympanocryptis lineata"
"AA24260","Royalla",-35.5058136782408,149.164756539376,"2009","F",NA,NA,NA,"Tympanocryptis lineata"
"AA24103","Tuggeranong",-35.4323139855028,149.044349764329,"2006","U","A",55.9,8.94,"Tympanocryptis lineata"
"AA24104","Tuggeranong",-35.4480773153808,149.039155353612,"2006","U","J",28.5,3.99,"Tympanocryptis lineata"
"AA24105","Tuggeranong",-35.4203654968407,149.039123874352,"2006",NA,"J",21.6,3.64,"Tympanocryptis lineata"
"AA24106","Tuggeranong",-35.4489351566491,149.054945250534,"2006",NA,"J",35.3,5.21,"Tympanocryptis lineata"
"AA24506","Tuggeranong",-35.4474705385841,149.047332019089,"2017","U","J",21.3,4.51,"Tympanocryptis lineata"
"AA24540","Googong",-35.4431004348537,149.235615741686,"2018","U","J",20.7,4.46,"Tympanocryptis lineata"
"AA24580","Googong",-35.447134765046,149.228338121997,"2020","","A",73.2,9.9,"Tympanocryptis lineata"
"AA24150","Tuggeranong",-35.4446882158749,149.033906371857,"2007","U","J",24.1,3.52,"Tympanocryptis lineata"
"AA24107","Tuggeranong",-35.4512532174182,149.055094030343,"2006",NA,"J",36.5,5.05,"Tympanocryptis lineata"
"AA24597","Googong",-35.4454412008905,149.244330830479,"2022",NA,"J",26.9,3.65,"Tympanocryptis lineata"
"AA24541","Googong",-35.4094052295106,149.238810566993,"2018",NA,"J",28.4,2.49,"Tympanocryptis lineata"
"AA24542","Googong",-35.4124361377556,149.217916775555,"2018",NA,"SA",39.1,5.72,"Tympanocryptis lineata"
"AA24543","Googong",-35.431415615769,149.217560158578,"2018","","SA",40.7,5.13,"Tympanocryptis lineata"
"AA24598","Googong",-35.4324743229019,149.245360270371,"2022","","J",33.8,2.59,"Tympanocryptis lineata"
"AA24544","Googong",-35.4397143663642,149.244062467278,"2018",NA,"J",21.6,3.22,"Tympanocryptis lineata"
"AA24545","Royalla",-35.5020216708533,149.154794817798,"2018","U","SA",42.5,5.58,"Tympanocryptis lineata"
"AA24599","Googong",-35.4284555333859,149.218209962514,"2022","F?","A",61.5,8.58,"Tympanocryptis lineata"
"AA24546","Googong",-35.4345041977436,149.225930273495,"2018",NA,"J",27.1,3.89,"Tympanocryptis lineata"
"AA24547","Googong",-35.4383883690119,149.245130777337,"2018",NA,"J",26.9,5.01,"Tympanocryptis lineata"
"AA24600","Googong",-35.4435769944392,149.232504571881,"2022","M","J",33.3,4.52,"Tympanocryptis lineata"
"AA24548","Googong",-35.4392463103579,149.231768173947,"2018",NA,"J",24.2,4.96,"Tympanocryptis lineata"
"AA24549","Googong",-35.4371645064818,149.214393398236,"2018",NA,"J",30.7,4.41,"Tympanocryptis lineata"
"AA24601","Googong",-35.4478924223851,149.227976727791,"2022","F?","A",80.8,10.36,"Tympanocryptis lineata"
"AA24550","Googong",-35.4241888660629,149.229247815573,"2018",NA,"J",21.5,2.98,"Tympanocryptis lineata"
"AA24551","Googong",-35.4216413576487,149.21790097874,"2018",NA,"J",27.6,3.83,"Tympanocryptis lineata"
"AA24602","Googong",-35.4515257922125,149.220891048491,"2022",NA,"J",33,3.99,"Tympanocryptis lineata"
"AA24603","Googong",-35.4292523869459,149.239751761987,"2022","M","J",26.6,3.46,"Tympanocryptis lineata"
"AA24552","Googong",-35.4505600023783,149.212031638888,"2018",NA,"SA",42.4,6.01,"Tympanocryptis lineata"
"AA24553","Googong",-35.4350650370744,149.2215407826,"2018",NA,"A",59.5,9.04,"Tympanocryptis lineata"
"AA24604","Googong",-35.4567747618619,149.231770163721,"2022","M","J",31.8,3.19,"Tympanocryptis lineata"
"AA24605","Kowen",-35.3251547103281,149.327690073472,"2022","","J",30.1,3.39,"Tympanocryptis lineata"
"AA24554","Googong",-35.4457952285214,149.235283389523,"2018",NA,"J",29.4,3.15,"Tympanocryptis lineata"
"AA24606","Googong",-35.4303176810784,149.224016207615,"2022","F","A",76.7,7.9,"Tympanocryptis lineata"
"AA24555","Googong",-35.4427538568084,149.224308926993,"2018",NA,"SA",47.1,5.76,"Tympanocryptis lineata"
"AA24556","Googong",-35.4341379879719,149.243007936363,"2018",NA,"SA",38.6,6.01,"Tympanocryptis lineata"
"AA24607","Googong",-35.4357909498898,149.229358973368,"2022","F?","SA",40.6,5.06,"Tympanocryptis lineata"
"AA24608","Royalla",-35.4871805203501,149.181795104479,"2024","F","A",74.8,9.59,"Tympanocryptis lineata"
"AA24609","Googong",-35.4378943354646,149.223595301477,"2024","F","SA",44.4,5.91,"Tympanocryptis lineata"
"AA24610","Googong",-35.4498182707431,149.230650334628,"2024","M?","SA",42.9,5.94,"Tympanocryptis lineata"
"AA24611","Royalla",-35.5045570395546,149.170774031083,"2024","U","J",22,3.41,"Tympanocryptis lineata"
"AA24612","Royalla",-35.5108376229016,149.187418805123,"2024","U","SA",39.8,5.18,"Tympanocryptis lineata"
"AA24613","Googong",-35.4402149390594,149.230967150258,"2024","M?","SA",47.1,5.06,"Tympanocryptis lineata"
"AA24614","Googong",-35.4459655839374,149.228779631067,"2024","U","J",33.9,5.07,"Tympanocryptis lineata"
"AA24615","Googong",-35.4219859489326,149.232222559013,"2024","M?","SA",47.7,6.64,"Tympanocryptis lineata"
